Timestamp,What is your age?,What is your gender?,Where do you study?,How many students are there in your class?,Physical,Verbal,Cyber,Racial,Social,Classroom,Restroom,Hallway,School/College Bus,Gym/Sportsroom,Social Media,Home,Neighbourhood,Best Friends,Friends (Male),Friends (Female),Teachers,Parents,Relatives,Neighbours,Weight,Height,Skin Color,Have you ever carried a weapon to school?,Have you ever hit or pushed someone?,Have you ever insulted or threatened someone online?,Have you ever played a prank which upset someone?,How often do you miss school because you feel unsafe or uncomfortable,How often do you miss school for no good reason?,How often do you indulge in these activities?,"How often do you try to obtain money/possessions, other than the ones provided by your parent/guardian?","How often have you had your property stolen, or deliberately damaged?",How often have you stolen or deliberately damaged someone's property?,How often are you involved in a physical fight?,How often do you experience depression?,How often do you experience suicidal thoughts?,Outcome
11-25-2019 17:05:20,22,Male,College/University,30,1,1,1,1,1,9,9,9,9,9,1,10,9,10,9,9,8,8,7,7,8,8,8,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Every day,Never,Sometimes (1 or 2 times a month),Never,Never,Never,Never,Not a bully
11-25-2019 17:05:55,21,Male,College/University,60,1,1,1,1,1,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,9,7,10,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:06:03,13,Female,Middle School (Grade 6 - Grade 8),47,4,5,4,1,1,7,7,7,10,7,8,10,5,10,6,6,6,10,6,5,5,3,8,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:06:25,17,Male,High School (Grade 9 - Grade 12),38,3,4,3,2,2,6,9,9,10,10,10,10,10,10,10,10,1,10,10,10,1,7,9,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:06:50,22,Male,College/University,N/A,2,1,1,1,1,7,7,8,8,8,8,8,8,9,9,4,9,10,8,8,8,4,8,Never,Never,Never,Never,Never,Never,Never,Never,N/A,N/A,N/A,N/A,N/A,Not a bully
11-25-2019 17:07:01,18,Male,High School (Grade 9 - Grade 12),34,1,5,1,1,2,3,3,7,6,5,8,10,10,9,8,8,6,9,5,4,8,7,6,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:08:22,21,Male,College/University,N/A,1,1,1,1,1,10,10,10,10,8,10,10,7,10,10,6,10,10,7,7,9,9,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Never,Sometimes (1 or 2 times a month),Never,Never,Never,Never,Not a bully
11-25-2019 17:08:23,18,Male,High School (Grade 9 - Grade 12),40,5,8,2,4,2,8,8,9,8,7,8,9,4,10,8,6,5,7,8,4,5,10,8,Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Possible Bully
11-25-2019 17:09:25,22,Male,High School (Grade 9 - Grade 12),N/A,7,9,8,8,10,4,7,4,4,4,3,8,8,8,8,4,6,9,3,3,8,10,7,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Possible Bully
11-25-2019 17:10:03,17,Male,High School (Grade 9 - Grade 12),N/A,2,5,3,1,2,9,9,5,7,6,5,10,10,10,10,8,3,8,4,1,5,2,3,Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:10:10,15,Male,High School (Grade 9 - Grade 12),N/A,5,5,5,1,5,10,9,9,9,7,8,8,8,9,9,6,9,9,8,8,9,7,5,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Not a bully
11-25-2019 17:11:07,20,Female,College/University,N/A,1,3,1,2,1,1,9,3,2,1,10,10,1,7,1,5,2,6,1,1,4,8,6,Never,Never,Never,Never,Regularly (1 or 2 times a week),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:11:29,20,Female,College/University,N/A,1,3,1,2,1,1,9,3,2,1,10,10,1,7,1,5,2,6,1,1,4,8,6,Never,Never,Never,Never,Regularly (1 or 2 times a week),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:11:36,19,Male,College/University,250,1,4,1,1,1,10,10,10,10,10,10,10,10,10,10,10,5,10,7,6,5,5,5,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:12:09,18,Male,College/University,110,10,5,7,2,8,10,2,5,5,2,10,10,7,10,7,3,4,5,1,10,10,8,9,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Every day,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Every day,Sometimes (1 or 2 times a month),Possible Bully
11-25-2019 17:13:49,14,Male,High School (Grade 9 - Grade 12),33,1,3,3,1,4,5,4,7,6,7,9,10,10,10,10,9,8,10,10,9,7,9,8,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:13:54,18,Male,College/University,60,1,5,1,1,1,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,4,10,1,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
11-25-2019 17:14:42,17,Female,College/University,68,3,1,1,2,1,7,3,6,4,3,2,9,8,7,6,6,4,9,6,6,4,5,4,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:14:48,19,Male,College/University,60,3,4,2,1,1,9,9,9,9,9,9,9,9,10,10,10,9,9,5,5,7,10,8,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:15:40,18,Male,College/University,120,3,5,1,1,1,6,6,6,6,7,8,9,7,10,10,10,8,8,7,7,7,9,5,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:15:44,18,Male,College/University,24,1,2,1,1,1,8,8,8,8,9,8,9,9,9,10,9,9,10,9,9,9,8,9,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:16:12,22,Female,College/University,20,1,1,1,1,1,9,9,9,8,8,6,10,8,10,10,10,8,10,7,9,8,8,8,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:16:40,20,Male,College/University,N/A,4,5,1,1,1,8,7,8,7,8,9,10,6,8,8,7,7,9,8,6,7,5,8,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:17:52,21,Male,College/University,60,1,1,1,1,1,7,3,5,9,2,9,10,10,10,10,7,9,9,8,9,8,8,9,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:18:32,18,Male,College/University,56,7,10,1,1,1,4,3,8,10,10,8,5,3,10,10,8,8,7,2,2,4,7,5,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
11-25-2019 17:18:39,18,Female,College/University,70,2,1,1,1,1,10,10,10,7,10,5,10,7,10,9,10,7,10,10,10,3,7,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:19:14,18,Female,College/University,56,6,10,1,1,10,5,1,10,6,10,10,10,10,10,6,10,1,5,1,4,10,10,9,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Not a bully
11-25-2019 17:19:37,20,Male,College/University,62,2,5,2,4,4,5,8,6,3,3,6,10,4,8,8,8,6,9,6,4,7,7,7,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:20:57,22,Male,College/University,30,2,1,1,1,1,5,7,7,8,6,6,10,8,10,10,8,8,10,8,8,8,8,8,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:20:57,19,Male,College/University,76,1,5,1,1,1,5,5,5,5,10,3,10,7,10,10,7,6,10,3,3,6,9,10,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:21:02,15,Male,High School (Grade 9 - Grade 12),40,8,10,10,10,10,2,9,10,8,10,10,10,1,10,8,10,6,4,3,1,10,10,7,Never,Every day,Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Every day,Regularly (1 or 2 times a week),Never,Never,Every day,Never,Never,Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Possible Bully
11-25-2019 17:21:07,19,Male,College/University,74,1,4,1,1,5,3,3,4,5,4,2,8,7,8,7,7,4,5,6,7,6,4,7,Never,Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:21:20,20,Prefer not to say,College/University,N/A,1,2,1,1,1,10,8,10,10,10,7,10,10,10,8,9,8,10,8,10,8,6,8,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:22:24,19,Female,College/University,N/A,4,3,1,1,1,2,7,1,1,1,10,10,10,10,10,10,10,10,2,5,6,10,10,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Every day,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Every day,Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:23:04,20,Male,College/University,70,1,1,1,1,1,6,6,6,6,6,6,10,9,8,9,6,7,10,7,7,4,7,5,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:23:19,22,Male,College/University,N/A,1,1,1,1,1,5,4,7,6,7,10,10,10,10,10,4,5,7,8,6,6,6,8,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:23:31,19,Male,College/University,57,5,4,5,2,2,7,4,8,7,8,9,10,10,10,10,9,5,6,4,5,8,10,10,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),N/A,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:23:32,17,Female,High School (Grade 9 - Grade 12),68,1,1,1,1,1,10,9,10,10,8,7,10,10,10,10,10,10,10,9,10,8,7,9,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Never,Never,Never,Not a bully
11-25-2019 17:23:40,18,Prefer not to say,College/University,N/A,1,1,1,1,1,1,1,1,1,3,4,1,4,1,1,1,1,1,2,3,4,4,10,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:23:46,19,Male,College/University,N/A,1,4,1,1,2,8,10,9,9,6,10,10,8,10,9,8,8,9,9,7,3,5,8,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:24:51,19,Female,College/University,N/A,3,4,1,1,1,3,7,3,3,2,2,9,2,7,1,6,7,9,6,5,10,10,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:25:11,18,Male,High School (Grade 9 - Grade 12),25,6,10,10,5,1,10,7,10,10,7,10,10,10,10,10,10,8,10,10,10,3,10,10,Never,Sometimes ( 1 or 2 times a month),Every day,Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Sometimes ( 1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Never,Never,Not a bully
11-25-2019 17:25:15,19,Male,College/University,N/A,1,3,1,1,2,7,10,8,10,10,8,9,6,10,10,2,6,4,5,4,1,1,1,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Every day,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:25:44,18,Female,College/University,70,1,2,1,1,2,8,6,8,6,4,7,9,9,10,9,9,7,8,7,6,5,9,7,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:27:17,18,Female,College/University,150,2,3,3,1,1,10,8,9,1,1,7,10,1,10,10,10,4,5,3,2,7,8,10,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Not a bully
11-25-2019 17:28:02,19,Male,College/University,60,2,1,1,1,1,5,7,7,5,8,8,9,8,9,9,9,6,10,8,7,10,5,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
11-25-2019 17:30:22,17,Male,High School (Grade 9 - Grade 12),40,1,1,1,1,1,3,2,2,4,7,5,7,6,9,9,8,6,6,6,6,4,5,6,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:30:29,17,Male,College/University,55,8,10,7,3,10,1,1,1,10,10,4,10,4,8,8,8,10,10,10,8,10,10,9,Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Every day,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
11-25-2019 17:30:34,16,Male,High School (Grade 9 - Grade 12),43,10,4,10,10,10,10,4,7,7,10,8,10,10,10,10,8,8,9,6,7,6,9,6,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Every day,Regularly (1 or 2 times a week),Not a bully
11-25-2019 17:31:35,19,Male,High School (Grade 9 - Grade 12),30,4,3,1,1,1,8,7,7,8,8,8,9,8,10,9,8,8,8,7,7,10,9,10,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:31:43,19,Male,High School (Grade 9 - Grade 12),30,4,3,1,1,1,8,7,7,8,8,8,9,8,10,9,8,8,8,7,7,10,9,10,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:31:47,20,Female,College/University,49,1,1,1,1,4,3,1,5,7,1,6,10,8,8,6,10,8,10,4,4,1,8,4,Never,Never,Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Never,Never,Never,Never,Never,Every day,Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:32:59,21,Male,College/University,50,6,10,2,1,1,10,10,10,10,10,10,10,10,10,10,7,10,10,6,7,10,10,10,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
11-25-2019 17:34:25,20,Female,College/University,N/A,5,5,1,1,1,6,5,5,6,4,7,8,6,8,7,7,7,10,6,6,6,8,7,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:36:14,18,Male,College/University,120,1,3,1,2,3,7,7,4,5,6,3,9,7,10,8,7,7,6,5,5,6,9,8,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:36:36,20,Male,College/University,25,2,10,1,1,4,5,8,5,1,1,5,9,8,10,10,5,5,6,1,2,8,7,5,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Not a bully
11-25-2019 17:36:43,20,Male,College/University,25,2,10,1,1,4,5,8,5,1,1,5,9,8,10,10,5,5,6,1,2,8,7,5,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Not a bully
11-25-2019 17:36:56,19,Male,College/University,60,1,5,1,3,3,7,9,8,9,8,9,8,9,10,10,10,8,10,4,5,5,8,8,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:38:10,17,Other,Middle School (Grade 6 - Grade 8),88,10,10,10,10,10,1,10,10,10,10,10,1,1,6,6,10,2,4,1,1,10,10,10,Every day,Every day,Every day,Every day,Never,Never,Every day,Every day,Never,Every day,Every day,Never,Every day,Possible Bully
11-25-2019 17:38:18,21,Male,College/University,N/A,1,3,1,1,1,5,5,5,1,10,5,10,5,10,10,1,4,6,2,7,6,6,10,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:38:28,21,Male,College/University,N/A,1,3,1,1,1,5,5,5,1,10,5,10,5,10,10,1,4,6,2,7,6,6,10,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:40:00,19,Female,College/University,N/A,1,1,1,1,4,10,8,8,9,7,9,7,10,10,10,10,8,8,7,6,5,5,5,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:40:36,15,Female,High School (Grade 9 - Grade 12),66,1,2,5,1,1,10,5,10,10,4,2,10,10,10,9,9,9,10,7,5,5,6,7,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Every day,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:43:09,22,Male,College/University,N/A,2,2,1,1,2,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,7,10,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Every day,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:43:13,18,Male,College/University,150,3,5,1,2,3,7,3,5,5,8,10,10,10,6,10,10,3,10,7,6,10,8,9,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:44:07,21,Female,College/University,140,1,1,1,1,1,5,2,4,2,4,5,10,8,9,10,7,6,5,3,3,8,9,10,Never,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:44:36,18,Male,College/University,N/A,4,10,1,10,8,7,7,7,7,7,7,9,8,10,9,8,7,9,6,1,5,5,9,Never,Sometimes ( 1 or 2 times a month),Every day,Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Possible Bully
11-25-2019 17:45:10,17,Female,High School (Grade 9 - Grade 12),24,1,1,1,1,2,4,3,6,9,2,9,10,6,7,6,8,1,8,4,3,5,10,10,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Never,Never,Never,Never,Not a bully
11-25-2019 17:45:12,17,Male,High School (Grade 9 - Grade 12),50,3,3,1,5,2,4,10,6,5,4,6,10,2,10,10,6,8,10,5,1,1,5,10,Never,Never,Never,Never,Every day,Regularly (1 or 2 times a week),Never,Every day,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Every day,Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:48:36,18,Male,College/University,67,3,4,1,4,4,4,3,2,4,3,6,9,8,8,7,6,5,8,6,6,7,8,9,Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:48:43,22,Male,College/University,27,5,4,2,2,1,4,6,3,8,3,9,10,10,10,10,7,5,7,5,5,2,5,3,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 17:48:49,17,Male,High School (Grade 9 - Grade 12),44,5,8,5,1,8,9,10,3,8,10,2,3,3,10,10,4,1,1,1,1,10,10,10,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Possible Bully
11-25-2019 17:49:55,21,Female,College/University,60,1,3,1,1,1,5,7,5,5,5,4,10,8,8,9,9,8,10,8,6,9,9,9,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Every day,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 17:49:55,17,Female,High School (Grade 9 - Grade 12),30,1,1,1,1,1,10,8,10,10,10,5,10,8,10,10,10,10,9,7,4,1,9,4,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Not a bully
11-25-2019 17:50:17,19,Female,College/University,58,5,6,3,1,7,6,10,8,8,10,10,7,10,8,10,6,8,7,5,8,1,8,6,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Possible Bully
11-25-2019 17:50:19,18,Male,High School (Grade 9 - Grade 12),80,3,4,1,1,1,7,5,3,2,5,7,10,8,10,9,7,7,8,5,4,8,10,10,Never,Sometimes ( 1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 17:50:42,22,Male,College/University,40,1,1,1,1,1,8,8,5,3,7,7,10,4,8,6,8,7,5,4,1,3,8,8,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Every day,Not a bully
11-25-2019 17:50:47,19,Male,College/University,N/A,3,6,1,1,3,4,5,3,1,4,10,10,5,10,7,3,5,4,2,1,2,2,6,Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Never,Not a bully
11-25-2019 17:52:08,19,Male,College/University,70,1,1,1,3,1,8,6,6,8,5,9,10,7,10,9,9,7,8,6,6,4,9,9,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Not a bully
