Timestamp,What is your age?,What is your gender?,Where do you study?,How many students are there in your class?,Physical,Verbal,Cyber,Racial,Social,Classroom,Restroom,Hallway,School/College Bus,Gym/Sportsroom,Social Media,Home,Neighbourhood,Best Friends,Friends (Male),Friends (Female),Teachers,Parents,Relatives,Neighbours,Weight,Height,Skin Color,Have you ever carried a weapon to school?,Have you ever hit or pushed someone?,Have you ever insulted or threatened someone online?,Have you ever played a prank which upset someone?,How often do you miss school because you feel unsafe or uncomfortable,How often do you miss school for no good reason?,How often do you indulge in these activities?,"How often do you try to obtain money/possessions, other than the ones provided by your parent/guardian?","How often have you had your property stolen, or deliberately damaged?",How often have you stolen or deliberately damaged someone's property?,How often are you involved in a physical fight?,How often do you experience depression?,How often do you experience suicidal thoughts?,Outcome
11-22-2019 17:02:38,21,Male,College/University,65,4,5,4,4,4,8,6,7,8,8,6,9,8,9,10,7,7,7,7,8,5,8,7,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Possible Bully
11-25-2019 15:21:50,20,Male,College/University,50,2,5,1,1,2,9,8,8,10,8,7,10,9,10,10,7,8,8,7,6,8,6,9,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 15:22:13,20,Male,College/University,70,1,1,1,1,1,6,6,7,8,7,7,8,8,10,10,8,7,9,6,5,7,8,9,Never,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 15:26:55,21,Male,College/University,45,1,1,1,4,2,8,5,7,10,8,10,10,7,9,7,6,3,10,3,5,6,9,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Every day,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 15:33:57,19,Female,College/University,90,1,1,1,1,1,7,7,8,7,10,8,10,5,10,9,8,8,10,6,6,6,6,7,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 15:35:06,19,Female,College/University,41,2,2,3,1,1,8,10,8,8,10,9,10,9,10,10,10,9,9,7,7,9,9,10,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 15:37:01,20,Male,College/University,70,1,1,1,3,3,5,10,8,7,9,9,10,7,9,9,9,6,10,5,1,1,8,1,Never,Regularly (1 or 2 times a week),Never,Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 15:37:18,21,Male,College/University,N/A,5,5,1,1,1,10,10,10,10,10,10,10,10,10,8,8,5,10,8,7,10,10,10,Never,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 15:37:55,22,Male,College/University,N/A,1,1,1,1,1,9,10,9,10,10,10,10,10,10,10,10,1,10,7,10,10,10,10,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Never,Not a bully
11-25-2019 15:39:22,19,Male,College/University,56,1,2,1,1,1,7,10,10,10,8,8,9,6,8,9,9,5,6,4,3,7,7,7,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 15:43:29,21,Male,College/University,70,1,4,1,1,1,4,4,5,5,5,5,10,7,10,10,9,5,8,7,6,10,10,10,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Every day,Never,Never,Never,Never,Never,Not a bully
11-25-2019 15:44:37,20,Male,College/University,N/A,2,3,3,2,2,8,6,8,9,8,8,10,9,10,10,10,8,9,9,8,8,8,9,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 15:45:42,21,Male,College/University,56,2,3,3,1,3,5,5,5,5,5,7,10,8,10,10,10,4,10,2,6,3,8,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Never,Not a bully
11-25-2019 15:46:41,20,Female,College/University,60,1,1,1,1,1,6,4,9,8,6,7,8,7,8,10,8,4,7,3,3,6,7,7,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 15:48:07,19,Female,College/University,62,1,1,1,1,1,8,8,7,8,5,3,9,7,10,10,10,9,9,8,5,5,7,8,Never,Never,Never,Never,Never,Regularly (1 or 2 times a week),Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 15:48:13,18,Female,College/University,N/A,3,2,1,1,3,8,8,8,10,7,6,10,9,9,9,10,8,10,8,8,9,8,9,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 15:48:46,18,Female,College/University,36,1,1,1,1,1,10,3,10,9,10,8,9,9,10,8,9,5,9,3,2,7,7,8,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 15:50:03,18,Female,College/University,N/A,1,1,1,1,1,2,2,1,1,1,4,8,4,6,3,5,2,8,2,6,1,1,5,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 15:50:20,21,Male,College/University,60,2,7,1,5,2,8,8,8,8,5,5,10,10,10,10,10,10,10,8,8,4,4,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 15:51:32,20,Male,College/University,72,2,2,1,1,1,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,6,10,10,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 15:51:51,21,Female,College/University,60,2,2,2,2,2,8,6,9,8,8,8,10,9,10,9,9,9,9,9,9,1,3,9,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 15:52:45,21,Female,College/University,60,1,1,1,2,6,5,7,3,1,1,8,8,6,8,4,7,5,7,1,1,1,1,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 15:54:10,18,Female,College/University,150,3,5,1,2,4,6,9,9,5,4,7,8,7,6,9,8,7,5,6,6,3,9,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Every day,Regularly (1 or 2 times a week),Not a bully
11-25-2019 15:54:15,21,Male,College/University,60,3,3,2,1,1,8,8,8,8,8,8,8,8,10,9,9,7,10,7,6,4,10,10,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 15:55:03,21,Female,College/University,N/A,1,1,1,1,1,4,7,6,6,2,5,10,5,9,8,8,6,10,7,6,10,10,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 15:57:53,19,Male,College/University,31,2,7,5,5,7,7,6,6,6,6,3,6,3,10,10,6,6,3,2,3,8,8,10,Never,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Possible Bully
11-25-2019 15:58:03,21,Male,College/University,50,6,4,1,1,2,8,10,9,6,9,9,8,8,10,10,8,7,5,4,2,5,5,8,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 15:59:04,22,Male,High School (Grade 9 - Grade 12),N/A,8,2,4,10,6,7,1,5,3,8,5,10,4,10,8,8,6,9,4,4,8,8,10,Never,Sometimes ( 1 or 2 times a month),Never,Every day,Never,Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Never,Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Never,Never,Possible Bully
11-25-2019 16:00:38,18,Female,College/University,N/A,1,2,1,1,2,5,10,6,7,3,6,10,10,7,6,8,4,9,4,5,9,2,9,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 16:01:17,19,Female,College/University,72,1,1,1,1,1,5,9,4,4,3,2,5,2,8,3,7,9,10,2,1,8,9,10,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Never,Never,Never,Not a bully
11-25-2019 16:03:54,20,Female,College/University,45,1,1,1,4,1,2,8,4,10,4,1,1,2,10,7,9,2,3,2,3,2,7,7,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Every day,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Every day,Sometimes (1 or 2 times a month),Not a bully
11-25-2019 16:04:36,21,Female,College/University,N/A,1,2,1,1,1,5,4,4,5,2,8,10,7,8,6,8,6,8,6,6,5,6,3,Never,Never,Never,Never,Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 16:05:11,19,Male,College/University,N/A,5,5,1,1,1,1,10,4,1,10,10,10,4,10,10,5,1,1,1,5,5,5,5,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 16:05:21,22,Male,College/University,N/A,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 16:05:37,18,Female,College/University,41,1,1,1,1,1,4,3,7,3,3,9,5,7,8,5,6,4,3,1,2,3,7,4,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 16:05:43,22,Male,College/University,N/A,3,3,1,3,1,3,3,3,3,7,4,10,5,10,10,10,6,10,3,3,7,7,7,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Never,Never,Never,Every day,Never,Not a bully
11-25-2019 16:05:52,19,Other,College/University,40,1,1,1,1,1,7,3,6,2,2,10,4,3,8,9,8,5,3,2,1,10,2,8,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Every day,Sometimes (1 or 2 times a month),Not a bully
11-25-2019 16:06:26,21,Male,College/University,N/A,2,5,1,1,1,7,5,5,5,4,9,10,9,9,7,6,5,8,6,6,8,10,10,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 16:06:56,18,Male,College/University,4,1,4,2,8,3,10,4,10,10,3,10,10,9,9,9,10,6,10,1,3,10,10,10,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:06:58,19,Male,College/University,20,1,1,1,1,1,9,9,9,10,9,9,9,7,10,10,8,8,9,8,8,9,9,10,Never,Never,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:07:01,14,Male,High School (Grade 9 - Grade 12),34,2,4,1,1,1,10,7,10,10,10,6,10,10,10,10,8,9,10,7,10,3,3,8,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
11-25-2019 16:07:22,17,Male,High School (Grade 9 - Grade 12),24,8,9,1,8,2,10,10,9,10,10,10,10,6,10,10,10,8,9,5,5,7,10,10,Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 16:07:47,18,Male,College/University,100,3,7,1,1,2,7,9,9,1,9,8,6,10,10,10,7,5,5,5,10,7,6,8,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:07:51,17,Male,High School (Grade 9 - Grade 12),42,1,5,2,2,2,10,8,6,8,4,7,10,7,10,10,10,7,9,1,10,7,8,10,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 16:08:06,18,Male,College/University,86,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:08:18,18,Male,High School (Grade 9 - Grade 12),70,4,5,1,2,2,7,7,7,6,7,8,10,8,8,8,7,5,7,5,5,5,7,8,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:09:02,17,Male,College/University,23,6,8,5,7,7,10,10,10,10,10,10,10,10,9,6,7,6,9,8,5,5,5,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),N/A,Sometimes (1 or 2 times a month),Not a bully
11-25-2019 16:09:21,18,Male,College/University,45,2,5,1,3,1,4,5,8,1,4,9,10,10,10,10,8,5,8,6,5,10,8,10,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 16:09:23,16,Male,High School (Grade 9 - Grade 12),40,1,1,1,1,1,7,7,7,7,7,7,9,9,10,10,10,10,10,7,8,10,10,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 16:09:33,19,Female,College/University,69,1,6,1,3,6,5,1,5,1,1,7,10,10,8,8,9,3,10,9,7,1,1,1,Never,Never,Never,Never,Never,Regularly (1 or 2 times a week),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Every day,Every day,Not a bully
11-25-2019 16:09:39,21,Female,College/University,50,1,1,1,1,1,5,1,8,8,6,8,10,10,10,10,10,6,9,7,5,3,4,4,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:09:41,19,Male,College/University,108,1,1,1,1,2,5,4,6,6,5,7,10,6,6,6,10,7,6,5,4,5,9,6,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:09:54,16,Male,High School (Grade 9 - Grade 12),39,3,5,1,1,1,7,8,8,10,7,10,9,10,10,8,9,8,10,8,5,8,8,9,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:10:01,22,Female,College/University,20,1,2,1,1,4,10,9,8,10,6,10,9,10,10,10,10,2,10,6,1,10,10,10,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:10:04,22,Male,College/University,30,2,2,1,2,4,6,6,4,9,2,8,10,3,9,9,8,5,7,5,4,8,9,8,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
11-25-2019 16:10:09,22,Female,College/University,20,1,2,1,1,4,10,9,8,10,6,10,9,10,10,10,10,2,10,6,1,10,10,10,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:10:40,20,Male,College/University,50,4,4,1,1,2,8,9,9,6,9,6,9,7,10,8,8,7,8,6,5,8,9,8,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:10:42,20,Male,College/University,60,3,5,6,7,2,8,6,8,7,10,10,10,6,10,10,9,7,8,6,7,8,8,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Every day,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:10:42,14,Male,High School (Grade 9 - Grade 12),37,8,10,2,2,4,8,8,8,8,8,10,10,9,10,10,10,6,10,6,5,6,10,10,Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Not a bully
11-25-2019 16:10:49,16,Male,High School (Grade 9 - Grade 12),49,7,8,3,2,1,5,5,5,7,1,8,10,7,10,7,6,5,3,3,4,7,9,8,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Possible Bully
11-25-2019 16:10:56,22,Male,College/University,100,1,3,2,3,4,7,6,7,7,5,7,8,8,8,8,8,6,6,7,7,6,8,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
11-25-2019 16:11:31,18,Female,College/University,41,2,2,2,2,2,5,8,5,4,3,3,4,4,8,3,4,5,3,3,3,2,2,7,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Not a bully
11-25-2019 16:11:57,17,Male,College/University,54,10,10,10,1,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Every day,Every day,Never,Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
11-25-2019 16:12:11,16,Male,High School (Grade 9 - Grade 12),34,2,4,1,2,1,8,7,3,9,10,8,9,8,10,9,8,7,9,5,8,8,8,9,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Not a bully
11-25-2019 16:12:29,19,Female,College/University,60,2,4,1,2,2,4,1,1,1,1,8,2,5,1,4,3,5,1,6,5,3,7,5,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Not a bully
11-25-2019 16:12:32,15,Male,High School (Grade 9 - Grade 12),21,6,10,3,1,5,1,10,5,10,10,10,2,2,10,7,10,4,6,7,4,3,3,2,Never,Sometimes ( 1 or 2 times a month),Every day,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Possible Bully
11-25-2019 16:12:39,21,Male,College/University,N/A,2,8,2,1,1,8,8,9,8,9,8,10,10,10,8,8,5,10,8,5,6,8,8,Never,Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Not a bully
11-25-2019 16:12:41,18,Female,College/University,70,1,1,1,1,1,2,5,1,1,1,4,10,7,7,6,6,5,7,3,3,2,2,5,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Never,Not a bully
11-25-2019 16:12:43,19,Female,College/University,60,2,4,1,2,2,4,1,1,1,1,8,2,5,1,4,3,5,1,6,5,3,7,5,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Not a bully
11-25-2019 16:12:49,17,Female,College/University,20,3,1,1,1,1,6,5,10,10,4,10,10,1,10,8,9,6,10,5,1,4,3,8,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Every day,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
11-25-2019 16:13:20,16,Male,High School (Grade 9 - Grade 12),N/A,1,4,1,1,5,8,8,8,10,10,10,10,9,10,10,7,5,10,2,8,5,7,10,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Never,Never,Never,Not a bully
11-25-2019 16:13:31,18,Male,College/University,76,6,9,2,3,5,9,8,9,8,8,10,7,9,10,8,5,3,5,1,4,8,8,6,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Possible Bully
11-25-2019 16:13:36,16,Male,High School (Grade 9 - Grade 12),37,3,8,2,3,1,6,9,7,9,8,10,10,9,10,10,10,1,9,7,6,4,8,9,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
11-25-2019 16:13:39,20,Male,College/University,25,3,6,2,4,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,9,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Not a bully
