Label1,,Label2,,Label3,,Label4,,,,Combined(2+3+4),,Label1,,FINAL,
Outcome,Score,Outcome,Score,Outcome,Score,Outcome,Score,,,Outcome,Score,Outcome,Score,Final Outcome,Final Score
Not a bully,0.2,Possible Victim,0.625,Not a victim,0.842857143,Not a victim,0.8,,,Not a victim,0.755952381,Not a bully,0.2,Not a bully,
Not a bully,0.22,Possible Victim,0.4625,Possible Victim,0.557142857,Not a victim,0.833333333,,,Possible Victim,0.61765873,Not a bully,0.22,Not a bully,
Not a bully,0.18,Not a victim,0.8625,Not a victim,0.771428571,Not a victim,0.833333333,,,Not a victim,0.822420635,Not a bully,0.18,Not a bully,
Not a bully,0.1,Not a victim,0.8,Not a victim,0.9,Not a victim,0.9,,,Not a victim,0.866666667,Not a bully,0.1,Not a bully,
Not a bully,0.14,Not a victim,0.775,Not a victim,0.742857143,Not a victim,0.833333333,,,Not a victim,0.783730159,Not a bully,0.14,Not a bully,
Not a bully,0.26,Not a victim,0.7125,Not a victim,0.871428571,Not a victim,0.933333333,,,Not a victim,0.839087301,Not a bully,0.26,Not a bully,
Not a bully,0.26,Not a victim,0.9625,Not a victim,0.814285714,Not a victim,0.733333333,,,Not a victim,0.836706349,Not a bully,0.26,Not a bully,
Not a bully,0.16,Not a victim,1,Not a victim,0.985714286,Not a victim,0.833333333,,,Not a victim,0.93968254,Not a bully,0.16,Not a bully,
Not a bully,0.16,Possible Victim,0.625,Possible Victim,0.685714286,Not a victim,0.933333333,,,Possible Victim,0.748015873,Not a bully,0.16,Not a bully,
Not a bully,0.22,Not a victim,0.7625,Possible Victim,0.657142857,Not a victim,0.866666667,,,Not a victim,0.762103175,Not a bully,0.22,Not a bully,
Possible Bully,0.48,Possible Victim,0.45,Possible Victim,0.271428571,Not a victim,0.866666667,,,Possible Victim,0.529365079,Possible Bully,0.48,Possible Bully,
Not a bully,0.32,Possible Victim,0.6375,Possible Victim,0.685714286,Possible Victim,0.566666667,,,Possible Victim,0.629960318,Not a bully,0.32,Not a bully,
Not a bully,0.1,Not a victim,1,Not a victim,1,Not a victim,1,,,Not a victim,1,Not a bully,0.1,Not a bully,
Not a bully,0.28,Not a victim,0.7875,Not a victim,0.7,Possible Victim,0.666666667,,,Possible Victim,0.718055556,Not a bully,0.28,Not a bully,
Not a bully,0.26,Not a victim,0.7375,Not a victim,0.871428571,Not a victim,0.933333333,,,Not a victim,0.847420635,Not a bully,0.26,Not a bully,
Not a bully,0.16,Possible Victim,0.5125,Possible Victim,0.614285714,Possible Victim,0.433333333,,,Possible Victim,0.520039682,Not a bully,0.16,Not a bully,
Not a bully,0.38,Not a victim,0.8125,Possible Victim,0.485714286,Possible Victim,0.633333333,,,Possible Victim,0.643849206,Not a bully,0.38,Not a bully,
Not a bully,0.12,Not a victim,0.8125,Not a victim,0.757142857,Not a victim,0.8,,,Not a victim,0.789880952,Not a bully,0.12,Not a bully,
Not a bully,0.14,Not a victim,0.95,Not a victim,0.942857143,Not a victim,0.766666667,,,Not a victim,0.886507937,Not a bully,0.14,Not a bully,
Not a bully,0.22,Possible Victim,0.65,Not a victim,0.785714286,Possible Victim,0.666666667,,,Possible Victim,0.700793651,Not a bully,0.22,Not a bully,
Not a bully,0.12,Possible Victim,0.575,Not a victim,0.728571429,Possible Victim,0.4,,,Possible Victim,0.567857143,Not a bully,0.12,Not a bully,
Not a bully,0.14,Not a victim,1,Not a victim,0.971428571,Not a victim,1,,,Not a victim,0.99047619,Not a bully,0.14,Not a bully,
Not a bully,0.14,Possible Victim,0.6375,Not a victim,0.785714286,Not a victim,0.8,,,Possible Victim,0.741071429,Not a bully,0.14,Not a bully,
Not a bully,0.16,Not a victim,0.7875,Possible Victim,0.657142857,Possible Victim,0.6,,,Possible Victim,0.681547619,Not a bully,0.16,Not a bully,
Not a bully,0.22,Possible Victim,0.575,Possible Victim,0.614285714,Possible Victim,0.433333333,,,Possible Victim,0.540873016,Not a bully,0.22,Not a bully,
Not a bully,0.24,Not a victim,0.75,Not a victim,0.714285714,Possible Victim,0.633333333,,,Possible Victim,0.699206349,Not a bully,0.24,Not a bully,
Not a bully,0.16,Not a victim,0.95,Not a victim,0.728571429,Not a victim,0.933333333,,,Not a victim,0.870634921,Not a bully,0.16,Not a bully,
Not a bully,0.18,Not a victim,0.7,Not a victim,0.8,Possible Victim,0.566666667,,,Possible Victim,0.688888889,Not a bully,0.18,Not a bully,
Not a bully,0.16,Not a victim,0.7375,Possible Victim,0.514285714,Possible Victim,0.366666667,,,Possible Victim,0.539484127,Not a bully,0.16,Not a bully,
Not a bully,0.1,Not a victim,0.9125,Not a victim,0.828571429,Not a victim,0.833333333,,,Not a victim,0.858134921,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.6,Not a victim,0.871428571,Not a victim,1,,,Not a victim,0.823809524,Not a bully,0.1,Not a bully,
Not a bully,0.32,Possible Victim,0.3375,Possible Victim,0.457142857,Possible Victim,0.1,,,Possible Victim,0.298214286,Not a bully,0.32,Not a bully,
Not a bully,0.18,Not a victim,0.7375,Not a victim,0.771428571,Not a victim,0.7,,,Possible Victim,0.736309524,Not a bully,0.18,Not a bully,
Not a bully,0.22,Possible Victim,0.5625,Not a victim,0.742857143,Not a victim,0.733333333,,,Possible Victim,0.679563492,Not a bully,0.22,Not a bully,
Not a bully,0.24,Not a victim,1,Not a victim,0.828571429,Not a victim,1,,,Not a victim,0.942857143,Not a bully,0.24,Not a bully,
Not a bully,0.18,Not a victim,0.7875,Not a victim,0.814285714,Not a victim,0.733333333,,,Not a victim,0.778373016,Not a bully,0.18,Not a bully,
Not a bully,0.12,Possible Victim,0.65,Not a victim,0.857142857,Not a victim,0.7,,,Possible Victim,0.735714286,Not a bully,0.12,Not a bully,
Not a bully,0.14,Possible Victim,0.1125,Possible Victim,0.2,Not a victim,0.8,,,Possible Victim,0.370833333,Not a bully,0.14,Not a bully,
Not a bully,0.18,Possible Victim,0.525,Possible Victim,0.571428571,Not a victim,0.833333333,,,Possible Victim,0.643253968,Not a bully,0.18,Not a bully,
Possible Bully,0.92,Not a victim,0.725,Not a victim,0.7,Possible Victim,0.633333333,,,Possible Victim,0.686111111,Possible Bully,0.92,Possible Bully,
Not a bully,0.1,Not a victim,0.7375,Not a victim,0.785714286,Not a victim,0.9,,,Not a victim,0.807738095,Not a bully,0.1,Not a bully,
Not a bully,0.12,Possible Victim,0.55,Possible Victim,0.485714286,Possible Victim,0.266666667,,,Possible Victim,0.434126984,Not a bully,0.12,Not a bully,
Possible Bully,0.64,Not a victim,1,Possible Victim,0.571428571,Not a victim,1,,,Not a victim,0.857142857,Possible Bully,0.64,Not a bully,
Not a bully,0.1,Not a victim,0.8125,Not a victim,0.828571429,Not a victim,0.8,,,Not a victim,0.813690476,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.925,Not a victim,1,Not a victim,0.866666667,,,Not a victim,0.930555556,Not a bully,0.1,Not a bully,
Not a bully,0.3,Not a victim,0.7625,Not a victim,0.7,Possible Victim,0.533333333,,,Possible Victim,0.665277778,Not a bully,0.3,Not a bully,
Not a bully,0.28,Not a victim,0.925,Not a victim,0.871428571,Possible Victim,0.566666667,,,Not a victim,0.787698413,Not a bully,0.28,Not a bully,
Not a bully,0.12,Not a victim,0.775,Not a victim,0.814285714,Possible Victim,0.666666667,,,Not a victim,0.751984127,Not a bully,0.12,Not a bully,
Not a bully,0.2,Possible Victim,0.65,Not a victim,0.7,Not a victim,0.7,,,Possible Victim,0.683333333,Not a bully,0.2,Not a bully,
Not a bully,0.1,Not a victim,0.9375,Not a victim,0.857142857,Not a victim,0.933333333,,,Not a victim,0.909325397,Not a bully,0.1,Not a bully,
Possible Bully,0.42,Not a victim,0.7625,Possible Victim,0.685714286,Not a victim,0.766666667,,,Possible Victim,0.738293651,Possible Bully,0.42,Possible Bully,
Possible Bully,0.84,Possible Victim,0.525,Possible Victim,0.585714286,Not a victim,0.833333333,,,Possible Victim,0.648015873,Possible Bully,0.84,Possible Bully,
Not a bully,0.26,Not a victim,0.7625,Possible Victim,0.628571429,Possible Victim,0.333333333,,,Possible Victim,0.574801587,Not a bully,0.26,Not a bully,
Possible Bully,0.42,Not a victim,0.85,Not a victim,0.828571429,Not a victim,0.7,,,Not a victim,0.792857143,Possible Bully,0.42,Not a bully,
Not a bully,0.16,Possible Victim,0.4625,Possible Victim,0.328571429,Possible Victim,0.6,,,Possible Victim,0.463690476,Not a bully,0.16,Not a bully,
Not a bully,0.16,Possible Victim,0.4625,Possible Victim,0.328571429,Possible Victim,0.6,,,Possible Victim,0.463690476,Not a bully,0.16,Not a bully,
Not a bully,0.16,Not a victim,1,Not a victim,0.828571429,Possible Victim,0.5,,,Not a victim,0.776190476,Not a bully,0.16,Not a bully,
Possible Bully,0.64,Possible Victim,0.6375,Possible Victim,0.571428571,Not a victim,0.9,,,Possible Victim,0.70297619,Possible Bully,0.64,Possible Bully,
Not a bully,0.24,Not a victim,0.725,Not a victim,0.942857143,Not a victim,0.8,,,Not a victim,0.822619048,Not a bully,0.24,Not a bully,
Not a bully,0.18,Not a victim,0.9375,Not a victim,1,Possible Victim,0.5,,,Not a victim,0.8125,Not a bully,0.18,Not a bully,
Not a bully,0.16,Possible Victim,0.525,Possible Victim,0.628571429,Possible Victim,0.433333333,,,Possible Victim,0.528968254,Not a bully,0.16,Not a bully,
Not a bully,0.22,Not a victim,0.9,Not a victim,0.828571429,Not a victim,0.833333333,,,Not a victim,0.853968254,Not a bully,0.22,Not a bully,
Not a bully,0.22,Possible Victim,0.6875,Not a victim,0.857142857,Not a victim,0.7,,,Possible Victim,0.748214286,Not a bully,0.22,Not a bully,
Not a bully,0.12,Not a victim,0.8375,Not a victim,0.928571429,Not a victim,0.866666667,,,Not a victim,0.877579365,Not a bully,0.12,Not a bully,
Not a bully,0.1,Not a victim,0.8375,Not a victim,0.914285714,Not a victim,0.8,,,Not a victim,0.850595238,Not a bully,0.1,Not a bully,
Not a bully,0.24,Not a victim,0.7875,Not a victim,0.757142857,Possible Victim,0.666666667,,,Possible Victim,0.737103175,Not a bully,0.24,Not a bully,
Not a bully,0.1,Possible Victim,0.6875,Not a victim,0.885714286,Not a victim,0.833333333,,,Not a victim,0.80218254,Not a bully,0.1,Not a bully,
Not a bully,0.4,Possible Victim,0.6375,Possible Victim,0.671428571,Possible Victim,0.533333333,,,Possible Victim,0.614087301,Not a bully,0.4,Not a bully,
Not a bully,0.12,Not a victim,0.8625,Not a victim,0.942857143,Possible Victim,0.666666667,,,Not a victim,0.824007937,Not a bully,0.12,Not a bully,
Possible Bully,0.56,Not a victim,0.775,Possible Victim,0.528571429,Not a victim,0.966666667,,,Not a victim,0.756746032,Possible Bully,0.56,Not a bully,
Not a bully,0.34,Possible Victim,0.5625,Not a victim,0.7,Not a victim,0.7,,,Possible Victim,0.654166667,Not a bully,0.34,Not a bully,
Not a bully,0.12,Not a victim,0.7125,Not a victim,0.885714286,Not a victim,0.8,,,Not a victim,0.799404762,Not a bully,0.12,Not a bully,
Not a bully,0.18,Possible Victim,0.625,Not a victim,0.7,Not a victim,0.833333333,,,Possible Victim,0.719444444,Not a bully,0.18,Not a bully,
Possible Bully,0.96,Not a victim,0.75,Possible Victim,0.6,Not a victim,0.9,,,Possible Victim,0.75,Possible Bully,0.96,Possible Bully,
Not a bully,0.24,Possible Victim,0.45,Possible Victim,0.628571429,Possible Victim,0.566666667,,,Possible Victim,0.548412699,Not a bully,0.24,Not a bully,
Not a bully,0.12,Not a victim,0.9375,Not a victim,0.9,Not a victim,0.733333333,,,Not a victim,0.856944444,Not a bully,0.12,Not a bully,
Not a bully,0.2,Possible Victim,0.525,Not a victim,0.814285714,Not a victim,0.866666667,,,Possible Victim,0.73531746,Not a bully,0.2,Not a bully,
Not a bully,0.1,Possible Victim,0.6875,Not a victim,0.771428571,Possible Victim,0.533333333,,,Possible Victim,0.664087301,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.7375,Not a victim,0.714285714,Possible Victim,0.666666667,,,Possible Victim,0.706150794,Not a bully,0.1,Not a bully,
Not a bully,0.36,Not a victim,0.7875,Not a victim,0.7,Not a victim,0.933333333,,,Not a victim,0.806944444,Not a bully,0.36,Not a bully,
Not a bully,0.1,Not a victim,0.925,Not a victim,0.985714286,Not a victim,0.8,,,Not a victim,0.903571429,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.2,Possible Victim,0.142857143,Possible Victim,0.6,,,Possible Victim,0.314285714,Not a bully,0.1,Not a bully,
Not a bully,0.18,Not a victim,0.875,Not a victim,0.857142857,Possible Victim,0.533333333,,,Not a victim,0.75515873,Not a bully,0.18,Not a bully,
Not a bully,0.2,Possible Victim,0.3875,Possible Victim,0.585714286,Not a victim,1,,,Possible Victim,0.657738095,Not a bully,0.2,Not a bully,
Possible Bully,0.64,Not a victim,0.925,Not a victim,0.971428571,Not a victim,0.766666667,,,Not a victim,0.887698413,Possible Bully,0.64,Not a bully,
Not a bully,0.16,Not a victim,0.85,Possible Victim,0.585714286,Possible Victim,0.1,,,Possible Victim,0.511904762,Not a bully,0.16,Not a bully,
Not a bully,0.14,Not a victim,0.7125,Not a victim,0.8,Not a victim,0.7,,,Possible Victim,0.7375,Not a bully,0.14,Not a bully,
Not a bully,0.2,Possible Victim,0.5875,Possible Victim,0.628571429,Not a victim,0.833333333,,,Possible Victim,0.683134921,Not a bully,0.2,Not a bully,
Not a bully,0.12,Not a victim,0.7125,Not a victim,0.828571429,Not a victim,0.833333333,,,Not a victim,0.791468254,Not a bully,0.12,Not a bully,
Not a bully,0.1,Possible Victim,0.45,Not a victim,0.714285714,Possible Victim,0.5,,,Possible Victim,0.554761905,Not a bully,0.1,Not a bully,
Possible Bully,0.76,Possible Victim,0.5125,Not a victim,0.885714286,Not a victim,0.966666667,,,Not a victim,0.788293651,Possible Bully,0.76,Not a bully,
Possible Bully,0.88,Not a victim,0.825,Not a victim,0.828571429,Not a victim,0.7,,,Not a victim,0.78452381,Possible Bully,0.88,Not a bully,
Not a bully,0.2,Not a victim,0.7875,Not a victim,0.814285714,Not a victim,0.966666667,,,Not a victim,0.856150794,Not a bully,0.2,Not a bully,
Not a bully,0.2,Not a victim,0.7875,Not a victim,0.814285714,Not a victim,0.966666667,,,Not a victim,0.856150794,Not a bully,0.2,Not a bully,
Not a bully,0.16,Possible Victim,0.5125,Not a victim,0.714285714,Possible Victim,0.433333333,,,Possible Victim,0.553373016,Not a bully,0.16,Not a bully,
Not a bully,0.4,Not a victim,1,Not a victim,0.857142857,Not a victim,1,,,Not a victim,0.952380952,Not a bully,0.4,Not a bully,
Not a bully,0.26,Possible Victim,0.5875,Not a victim,0.728571429,Not a victim,0.7,,,Possible Victim,0.67202381,Not a bully,0.26,Not a bully,
Not a bully,0.2,Possible Victim,0.6,Possible Victim,0.685714286,Not a victim,0.766666667,,,Possible Victim,0.684126984,Not a bully,0.2,Not a bully,
Not a bully,0.36,Possible Victim,0.525,Possible Victim,0.557142857,Possible Victim,0.666666667,,,Possible Victim,0.582936508,Not a bully,0.36,Not a bully,
Not a bully,0.36,Possible Victim,0.525,Possible Victim,0.557142857,Possible Victim,0.666666667,,,Possible Victim,0.582936508,Not a bully,0.36,Not a bully,
Not a bully,0.26,Not a victim,0.8375,Not a victim,0.814285714,Not a victim,0.7,,,Not a victim,0.783928571,Not a bully,0.26,Not a bully,
Possible Bully,1,Possible Victim,0.6625,Possible Victim,0.428571429,Not a victim,1,,,Possible Victim,0.69702381,Possible Bully,1,Possible Bully,
Not a bully,0.14,Possible Victim,0.575,Possible Victim,0.571428571,Not a victim,0.733333333,,,Possible Victim,0.626587301,Not a bully,0.14,Not a bully,
Not a bully,0.14,Possible Victim,0.575,Possible Victim,0.571428571,Not a victim,0.733333333,,,Possible Victim,0.626587301,Not a bully,0.14,Not a bully,
Not a bully,0.16,Not a victim,0.85,Not a victim,0.842857143,Possible Victim,0.5,,,Possible Victim,0.730952381,Not a bully,0.16,Not a bully,
Not a bully,0.2,Not a victim,0.7625,Not a victim,0.842857143,Possible Victim,0.6,,,Possible Victim,0.735119048,Not a bully,0.2,Not a bully,
Not a bully,0.16,Not a victim,0.8,Not a victim,0.742857143,Not a victim,0.9,,,Not a victim,0.814285714,Not a bully,0.16,Not a bully,
Not a bully,0.28,Not a victim,0.725,Not a victim,0.742857143,Not a victim,0.9,,,Not a victim,0.789285714,Not a bully,0.28,Not a bully,
Not a bully,0.1,Possible Victim,0.5,Possible Victim,0.614285714,Not a victim,0.9,,,Possible Victim,0.671428571,Not a bully,0.1,Not a bully,
Possible Bully,0.66,Not a victim,0.7375,Not a victim,0.714285714,Possible Victim,0.633333333,,,Possible Victim,0.695039682,Possible Bully,0.66,Possible Bully,
Not a bully,0.12,Possible Victim,0.6125,Possible Victim,0.528571429,Not a victim,0.833333333,,,Possible Victim,0.658134921,Not a bully,0.12,Not a bully,
Not a bully,0.28,Possible Victim,0.5875,Not a victim,0.714285714,Possible Victim,0.533333333,,,Possible Victim,0.611706349,Not a bully,0.28,Not a bully,
Not a bully,0.32,Possible Victim,0.4875,Possible Victim,0.657142857,Not a victim,0.8,,,Possible Victim,0.648214286,Not a bully,0.32,Not a bully,
Not a bully,0.28,Possible Victim,0.6625,Not a victim,0.7,Possible Victim,0.333333333,,,Possible Victim,0.565277778,Not a bully,0.28,Not a bully,
Possible Bully,0.54,Possible Victim,0.6,Possible Victim,0.4,Not a victim,1,,,Possible Victim,0.666666667,Possible Bully,0.54,Possible Bully,
Not a bully,0.14,Possible Victim,0.6125,Not a victim,0.828571429,Not a victim,0.9,,,Not a victim,0.780357143,Not a bully,0.14,Not a bully,
Not a bully,0.1,Not a victim,0.8875,Not a victim,0.857142857,Possible Victim,0.466666667,,,Possible Victim,0.737103175,Not a bully,0.1,Not a bully,
Possible Bully,0.44,Not a victim,0.8625,Not a victim,0.742857143,Possible Victim,0.5,,,Possible Victim,0.701785714,Possible Bully,0.44,Possible Bully,
Not a bully,0.2,Possible Victim,0.5875,Not a victim,0.714285714,Not a victim,0.933333333,,,Possible Victim,0.745039682,Not a bully,0.2,Not a bully,
Not a bully,0.1,Possible Victim,0.65,Possible Victim,0.557142857,Possible Victim,0.633333333,,,Possible Victim,0.613492063,Not a bully,0.1,Not a bully,
Not a bully,0.28,Possible Victim,0.525,Possible Victim,0.457142857,Possible Victim,0.333333333,,,Possible Victim,0.438492063,Not a bully,0.28,Not a bully,
Not a bully,0.14,Not a victim,0.7375,Not a victim,0.785714286,Not a victim,0.733333333,,,Not a victim,0.75218254,Not a bully,0.14,Not a bully,
Not a bully,0.4,Possible Victim,0.675,Not a victim,0.757142857,Not a victim,0.833333333,,,Not a victim,0.75515873,Not a bully,0.4,Not a bully,
Not a bully,0.24,Not a victim,0.9,Not a victim,0.871428571,Possible Victim,0.533333333,,,Not a victim,0.768253968,Not a bully,0.24,Not a bully,
Not a bully,0.24,Not a victim,0.9,Not a victim,0.871428571,Possible Victim,0.533333333,,,Not a victim,0.768253968,Not a bully,0.24,Not a bully,
Not a bully,0.26,Not a victim,0.925,Not a victim,0.8,Not a victim,0.7,,,Not a victim,0.808333333,Not a bully,0.26,Not a bully,
Not a bully,0.12,Not a victim,0.9,Not a victim,0.871428571,Not a victim,0.9,,,Not a victim,0.89047619,Not a bully,0.12,Not a bully,
Not a bully,0.24,Not a victim,0.925,Not a victim,0.871428571,Not a victim,0.9,,,Not a victim,0.898809524,Not a bully,0.24,Not a bully,
Not a bully,0.2,Not a victim,0.8875,Not a victim,0.928571429,Not a victim,0.866666667,,,Not a victim,0.894246032,Not a bully,0.2,Not a bully,
Not a bully,0.14,Possible Victim,0.5125,Not a victim,0.828571429,Not a victim,0.766666667,,,Possible Victim,0.702579365,Not a bully,0.14,Not a bully,
Not a bully,0.22,Not a victim,0.8125,Not a victim,0.814285714,Possible Victim,0.666666667,,,Not a victim,0.764484127,Not a bully,0.22,Not a bully,
Not a bully,0.1,Possible Victim,0.5,Not a victim,0.7,Not a victim,0.966666667,,,Possible Victim,0.722222222,Not a bully,0.1,Not a bully,
Not a bully,0.34,Not a victim,0.85,Possible Victim,0.685714286,Not a victim,1,,,Not a victim,0.845238095,Not a bully,0.34,Not a bully,
Not a bully,0.18,Possible Victim,0.625,Not a victim,0.742857143,Possible Victim,0.666666667,,,Possible Victim,0.678174603,Not a bully,0.18,Not a bully,
Not a bully,0.18,Not a victim,0.825,Possible Victim,0.685714286,Possible Victim,0.2,,,Possible Victim,0.570238095,Not a bully,0.18,Not a bully,
Not a bully,0.16,Possible Victim,0.525,Not a victim,0.728571429,Possible Victim,0.633333333,,,Possible Victim,0.628968254,Not a bully,0.16,Not a bully,
Not a bully,0.1,Not a victim,1,Not a victim,0.7,Possible Victim,0.633333333,,,Not a victim,0.777777778,Not a bully,0.1,Not a bully,
Possible Bully,0.52,Not a victim,0.8875,Possible Victim,0.528571429,Not a victim,0.833333333,,,Possible Victim,0.749801587,Possible Bully,0.52,Possible Bully,
Not a bully,0.14,Not a victim,0.8875,Not a victim,0.8,Not a victim,0.7,,,Not a victim,0.795833333,Not a bully,0.14,Not a bully,
Not a bully,0.26,Not a victim,0.7875,Not a victim,0.828571429,Not a victim,0.733333333,,,Not a victim,0.783134921,Not a bully,0.26,Not a bully,
Possible Bully,0.84,Not a victim,0.85,Possible Victim,0.642857143,Not a victim,0.7,,,Possible Victim,0.730952381,Possible Bully,0.84,Possible Bully,
Not a bully,0.26,Possible Victim,0.6,Not a victim,0.714285714,Possible Victim,0.6,,,Possible Victim,0.638095238,Not a bully,0.26,Not a bully,
Not a bully,0.12,Not a victim,0.8625,Possible Victim,0.557142857,Possible Victim,0.533333333,,,Possible Victim,0.650992063,Not a bully,0.12,Not a bully,
Not a bully,0.36,Possible Victim,0.325,Possible Victim,0.342857143,Possible Victim,0.4,,,Possible Victim,0.355952381,Not a bully,0.36,Not a bully,
Possible Bully,0.52,Possible Victim,0.575,Not a victim,0.8,Not a victim,0.933333333,,,Not a victim,0.769444444,Possible Bully,0.52,Not a bully,
Not a bully,0.34,Possible Victim,0.6625,Possible Victim,0.528571429,Possible Victim,0.6,,,Possible Victim,0.59702381,Not a bully,0.34,Not a bully,
Not a bully,0.32,Not a victim,0.7125,Not a victim,0.771428571,Not a victim,0.8,,,Not a victim,0.761309524,Not a bully,0.32,Not a bully,
Not a bully,0.32,Not a victim,0.7125,Not a victim,0.771428571,Not a victim,0.8,,,Not a victim,0.761309524,Not a bully,0.32,Not a bully,
Not a bully,0.18,Not a victim,0.75,Possible Victim,0.557142857,Not a victim,0.766666667,,,Possible Victim,0.691269841,Not a bully,0.18,Not a bully,
Possible Bully,0.68,Possible Victim,0.475,Possible Victim,0.628571429,Possible Victim,0.566666667,,,Possible Victim,0.556746032,Possible Bully,0.68,Possible Bully,
Not a bully,0.18,Not a victim,0.7625,Possible Victim,0.657142857,Not a victim,0.8,,,Possible Victim,0.739880952,Not a bully,0.18,Not a bully,
Not a bully,0.24,Possible Victim,0.5,Not a victim,0.728571429,Possible Victim,0.5,,,Possible Victim,0.576190476,Not a bully,0.24,Not a bully,
Not a bully,0.18,Not a victim,0.8,Possible Victim,0.671428571,Possible Victim,0.633333333,,,Possible Victim,0.701587301,Not a bully,0.18,Not a bully,
Not a bully,0.2,Possible Victim,0.5625,Possible Victim,0.685714286,Not a victim,0.766666667,,,Possible Victim,0.671626984,Not a bully,0.2,Not a bully,
Not a bully,0.24,Possible Victim,0.475,Possible Victim,0.485714286,Possible Victim,0.633333333,,,Possible Victim,0.531349206,Not a bully,0.24,Not a bully,
Possible Bully,0.42,Possible Victim,0.6375,Not a victim,0.785714286,Not a victim,0.9,,,Not a victim,0.774404762,Possible Bully,0.42,Not a bully,
Not a bully,0.16,Possible Victim,0.45,Possible Victim,0.342857143,Possible Victim,0.633333333,,,Possible Victim,0.475396825,Not a bully,0.16,Not a bully,
Not a bully,0.1,Possible Victim,0.5625,Not a victim,0.757142857,Not a victim,0.866666667,,,Possible Victim,0.728769841,Not a bully,0.1,Not a bully,
Possible Bully,0.42,Possible Victim,0.6375,Not a victim,0.785714286,Not a victim,0.9,,,Not a victim,0.774404762,Possible Bully,0.42,Not a bully,
Not a bully,0.26,Possible Victim,0.325,Possible Victim,0.4,Possible Victim,0.466666667,,,Possible Victim,0.397222222,Not a bully,0.26,Not a bully,
Not a bully,0.26,Possible Victim,0.325,Possible Victim,0.4,Possible Victim,0.466666667,,,Possible Victim,0.397222222,Not a bully,0.26,Not a bully,
Possible Bully,0.62,Not a victim,0.925,Not a victim,0.957142857,Not a victim,1,,,Not a victim,0.960714286,Possible Bully,0.62,Not a bully,
Not a bully,0.36,Not a victim,0.7375,Not a victim,0.714285714,Possible Victim,0.566666667,,,Possible Victim,0.67281746,Not a bully,0.36,Not a bully,
Not a bully,0.2,Possible Victim,0.6625,Not a victim,0.714285714,Possible Victim,0.566666667,,,Possible Victim,0.64781746,Not a bully,0.2,Not a bully,
Not a bully,0.1,Not a victim,1,Not a victim,1,Not a victim,0.8,,,Not a victim,0.933333333,Not a bully,0.1,Not a bully,
Not a bully,0.34,Possible Victim,0.55,Possible Victim,0.685714286,Not a victim,0.733333333,,,Possible Victim,0.656349206,Not a bully,0.34,Not a bully,
Not a bully,0.22,Not a victim,0.8125,Not a victim,0.928571429,Not a victim,0.9,,,Not a victim,0.880357143,Not a bully,0.22,Not a bully,
Not a bully,0.16,Not a victim,0.8125,Not a victim,0.7,Possible Victim,0.633333333,,,Possible Victim,0.715277778,Not a bully,0.16,Not a bully,
Not a bully,0.22,Possible Victim,0.6375,Not a victim,0.728571429,Not a victim,1,,,Not a victim,0.788690476,Not a bully,0.22,Not a bully,
Not a bully,0.38,Not a victim,0.8,Not a victim,0.885714286,Not a victim,1,,,Not a victim,0.895238095,Not a bully,0.38,Not a bully,
Possible Bully,0.44,Not a victim,0.8,Possible Victim,0.5,Possible Victim,0.433333333,,,Possible Victim,0.577777778,Possible Bully,0.44,Possible Bully,
Not a bully,0.2,Possible Victim,0.3875,Possible Victim,0.5,Possible Victim,0.133333333,,,Possible Victim,0.340277778,Not a bully,0.2,Not a bully,
Not a bully,0.1,Not a victim,0.7875,Not a victim,0.714285714,Not a victim,0.766666667,,,Not a victim,0.756150794,Not a bully,0.1,Not a bully,
Not a bully,0.36,Not a victim,0.7625,Not a victim,0.8,Not a victim,0.9,,,Not a victim,0.820833333,Not a bully,0.36,Not a bully,
Not a bully,0.26,Possible Victim,0.5125,Possible Victim,0.585714286,Possible Victim,0.6,,,Possible Victim,0.566071429,Not a bully,0.26,Not a bully,
Not a bully,0.18,Not a victim,0.725,Not a victim,0.842857143,Possible Victim,0.633333333,,,Possible Victim,0.733730159,Not a bully,0.18,Not a bully,
Not a bully,0.22,Not a victim,0.875,Not a victim,0.871428571,Not a victim,0.733333333,,,Not a victim,0.826587301,Not a bully,0.22,Not a bully,
Possible Bully,0.44,Possible Victim,0.575,Possible Victim,0.657142857,Possible Victim,0.433333333,,,Possible Victim,0.55515873,Possible Bully,0.44,Possible Bully,
Not a bully,0.1,Not a victim,0.8375,Not a victim,0.785714286,Not a victim,0.8,,,Not a victim,0.807738095,Not a bully,0.1,Not a bully,
Not a bully,0.36,Not a victim,0.7875,Possible Victim,0.628571429,Not a victim,1,,,Not a victim,0.805357143,Not a bully,0.36,Not a bully,
Not a bully,0.12,Possible Victim,0.5375,Possible Victim,0.657142857,Not a victim,0.733333333,,,Possible Victim,0.64265873,Not a bully,0.12,Not a bully,
Not a bully,0.3,Not a victim,0.9625,Not a victim,0.814285714,Possible Victim,0.233333333,,,Possible Victim,0.670039682,Not a bully,0.3,Not a bully,
