Label1,,Label2,,Label3,,Label4,,,,Combined(2+3+4),,Label1,,FINAL,
Outcome,Score,Outcome,Score,Outcome,Score,Outcome,Score,,,Outcome,Score,Outcome,Score,Final Outcome,Final Score
Not a bully,0.14,Not a victim,0.85,Not a victim,0.757142857,Not a victim,1,,,Not a victim,0.869047619,Not a bully,0.14,Not a bully,
Not a bully,0.22,Not a victim,0.8625,Not a victim,0.7,Not a victim,0.766666667,,,Not a victim,0.776388889,Not a bully,0.22,Not a bully,
Not a bully,0.12,Not a victim,0.85,Not a victim,0.8,Possible Victim,0.6,,,Possible Victim,0.75,Not a bully,0.12,Not a bully,
Not a bully,0.38,Not a victim,1,Not a victim,1,Not a victim,1,,,Not a victim,1,Not a bully,0.38,Not a bully,
Not a bully,0.2,Not a victim,0.875,Not a victim,0.771428571,Possible Victim,0.4,,,Possible Victim,0.682142857,Not a bully,0.2,Not a bully,
Not a bully,0.32,Possible Victim,0.65,Possible Victim,0.642857143,Possible Victim,0.6,,,Possible Victim,0.630952381,Not a bully,0.32,Not a bully,
Not a bully,0.22,Not a victim,0.975,Not a victim,0.971428571,Not a victim,0.966666667,,,Not a victim,0.971031746,Not a bully,0.22,Not a bully,
Not a bully,0.18,Possible Victim,0.3375,Possible Victim,0.342857143,Possible Victim,0.533333333,,,Possible Victim,0.404563492,Not a bully,0.18,Not a bully,
Not a bully,0.4,Possible Victim,0.475,Possible Victim,0.528571429,Not a victim,0.733333333,,,Possible Victim,0.578968254,Not a bully,0.4,Not a bully,
Not a bully,0.2,Not a victim,0.8,Not a victim,0.814285714,Not a victim,0.7,,,Not a victim,0.771428571,Not a bully,0.2,Not a bully,
Possible Bully,0.66,Not a victim,0.8375,Not a victim,0.771428571,Not a victim,0.9,,,Not a victim,0.836309524,Possible Bully,0.66,Not a bully,
Possible Bully,0.76,Not a victim,0.9,Not a victim,0.857142857,Not a victim,0.966666667,,,Not a victim,0.907936508,Possible Bully,0.76,Not a bully,
Not a bully,0.36,Possible Victim,0.5875,Possible Victim,0.685714286,Not a victim,1,,,Not a victim,0.757738095,Not a bully,0.36,Not a bully,
Not a bully,0.1,Possible Victim,0.6625,Possible Victim,0.657142857,Possible Victim,0.566666667,,,Possible Victim,0.628769841,Not a bully,0.1,Not a bully,
Possible Bully,0.42,Not a victim,0.7125,Not a victim,0.714285714,Possible Victim,0.366666667,,,Possible Victim,0.59781746,Possible Bully,0.42,Possible Bully,
Not a bully,0.28,Not a victim,0.775,Possible Victim,0.685714286,Not a victim,0.7,,,Possible Victim,0.720238095,Not a bully,0.28,Not a bully,
Not a bully,0.16,Not a victim,0.975,Not a victim,0.7,Not a victim,0.933333333,,,Not a victim,0.869444444,Not a bully,0.16,Not a bully,
Not a bully,0.14,Not a victim,0.85,Possible Victim,0.642857143,Not a victim,1,,,Not a victim,0.830952381,Not a bully,0.14,Not a bully,
Not a bully,0.34,Not a victim,0.75,Possible Victim,0.642857143,Possible Victim,0.633333333,,,Possible Victim,0.675396825,Not a bully,0.34,Not a bully,
Not a bully,0.3,Not a victim,0.7875,Not a victim,0.757142857,Not a victim,0.766666667,,,Not a victim,0.770436508,Not a bully,0.3,Not a bully,
Not a bully,0.3,Not a victim,0.7125,Possible Victim,0.657142857,Not a victim,0.933333333,,,Not a victim,0.76765873,Not a bully,0.3,Not a bully,
Not a bully,0.18,Possible Victim,0.5,Possible Victim,0.485714286,Possible Victim,0.366666667,,,Possible Victim,0.450793651,Not a bully,0.18,Not a bully,
Not a bully,0.18,Possible Victim,0.5,Possible Victim,0.485714286,Possible Victim,0.366666667,,,Possible Victim,0.450793651,Not a bully,0.18,Not a bully,
Not a bully,0.14,Possible Victim,0.3625,Possible Victim,0.257142857,Possible Victim,0.633333333,,,Possible Victim,0.41765873,Not a bully,0.14,Not a bully,
Not a bully,0.22,Not a victim,0.7875,Possible Victim,0.442857143,Possible Victim,0.266666667,,,Possible Victim,0.499007937,Not a bully,0.22,Not a bully,
Not a bully,0.16,Possible Victim,0.4625,Possible Victim,0.328571429,Possible Victim,0.6,,,Possible Victim,0.463690476,Not a bully,0.16,Not a bully,
Not a bully,0.18,Not a victim,0.775,Not a victim,0.7,Possible Victim,0.466666667,,,Possible Victim,0.647222222,Not a bully,0.18,Not a bully,
Possible Bully,0.76,Not a victim,0.775,Possible Victim,0.671428571,Not a victim,1,,,Not a victim,0.81547619,Possible Bully,0.76,Not a bully,
Not a bully,0.34,Possible Victim,0.575,Not a victim,0.757142857,Not a victim,0.733333333,,,Possible Victim,0.688492063,Not a bully,0.34,Not a bully,
Not a bully,0.18,Not a victim,0.725,Possible Victim,0.471428571,Not a victim,0.866666667,,,Possible Victim,0.687698413,Not a bully,0.18,Not a bully,
Not a bully,0.14,Not a victim,0.95,Not a victim,0.828571429,Not a victim,1,,,Not a victim,0.926190476,Not a bully,0.14,Not a bully,
Not a bully,0.3,Not a victim,0.825,Possible Victim,0.657142857,Possible Victim,0.666666667,,,Possible Victim,0.716269841,Not a bully,0.3,Not a bully,
Not a bully,0.16,Not a victim,0.9875,Not a victim,0.957142857,Not a victim,0.733333333,,,Not a victim,0.89265873,Not a bully,0.16,Not a bully,
Not a bully,0.34,Possible Victim,0.4,Possible Victim,0.457142857,Not a victim,0.7,,,Possible Victim,0.519047619,Not a bully,0.34,Not a bully,
Not a bully,0.12,Possible Victim,0.6,Not a victim,0.714285714,Not a victim,0.7,,,Possible Victim,0.671428571,Not a bully,0.12,Not a bully,
Not a bully,0.32,Not a victim,0.9625,Not a victim,0.828571429,Not a victim,0.866666667,,,Not a victim,0.885912699,Not a bully,0.32,Not a bully,
Possible Bully,0.54,Possible Victim,0.675,Possible Victim,0.5,Possible Victim,0.633333333,,,Possible Victim,0.602777778,Possible Bully,0.54,Possible Bully,
Possible Bully,0.8,Not a victim,0.8875,Possible Victim,0.528571429,Possible Victim,0.4,,,Possible Victim,0.605357143,Possible Bully,0.8,Possible Bully,
Not a bully,0.16,Possible Victim,0.4875,Possible Victim,0.671428571,Not a victim,0.833333333,,,Possible Victim,0.664087301,Not a bully,0.16,Not a bully,
Not a bully,0.38,Possible Victim,0.3875,Possible Victim,0.357142857,Possible Victim,0.633333333,,,Possible Victim,0.459325397,Not a bully,0.38,Not a bully,
Not a bully,0.18,Possible Victim,0.6375,Not a victim,0.757142857,Possible Victim,0.633333333,,,Possible Victim,0.675992063,Not a bully,0.18,Not a bully,
Not a bully,0.2,Possible Victim,0.65,Not a victim,0.7,Possible Victim,0.6,,,Possible Victim,0.65,Not a bully,0.2,Not a bully,
Not a bully,0.3,Not a victim,0.8875,Not a victim,0.9,Not a victim,0.833333333,,,Not a victim,0.873611111,Not a bully,0.3,Not a bully,
Not a bully,0.3,Not a victim,0.8875,Not a victim,0.9,Not a victim,0.833333333,,,Not a victim,0.873611111,Not a bully,0.3,Not a bully,
Not a bully,0.1,Not a victim,0.7625,Not a victim,0.842857143,Not a victim,0.7,,,Not a victim,0.768452381,Not a bully,0.1,Not a bully,
Not a bully,0.28,Not a victim,0.7,Possible Victim,0.6,Possible Victim,0.633333333,,,Possible Victim,0.644444444,Not a bully,0.28,Not a bully,
Not a bully,0.14,Not a victim,0.825,Not a victim,0.885714286,Possible Victim,0.466666667,,,Possible Victim,0.725793651,Not a bully,0.14,Not a bully,
Not a bully,0.24,Possible Victim,0.675,Not a victim,0.714285714,Possible Victim,0.666666667,,,Possible Victim,0.68531746,Not a bully,0.24,Not a bully,
Not a bully,0.14,Possible Victim,0.6875,Not a victim,0.771428571,Not a victim,0.733333333,,,Possible Victim,0.730753968,Not a bully,0.14,Not a bully,
Not a bully,0.14,Possible Victim,0.6875,Not a victim,0.771428571,Not a victim,0.733333333,,,Possible Victim,0.730753968,Not a bully,0.14,Not a bully,
Not a bully,0.1,Not a victim,0.7875,Possible Victim,0.657142857,Not a victim,0.7,,,Possible Victim,0.714880952,Not a bully,0.1,Not a bully,
Not a bully,0.22,Not a victim,0.8125,Not a victim,0.742857143,Possible Victim,0.466666667,,,Possible Victim,0.674007937,Not a bully,0.22,Not a bully,
Not a bully,0.16,Possible Victim,0.45,Possible Victim,0.614285714,Possible Victim,0.3,,,Possible Victim,0.454761905,Not a bully,0.16,Not a bully,
Not a bully,0.1,Not a victim,0.8,Possible Victim,0.442857143,Not a victim,0.833333333,,,Possible Victim,0.692063492,Not a bully,0.1,Not a bully,
Possible Bully,0.96,Not a victim,0.725,Not a victim,0.757142857,Possible Victim,0.633333333,,,Possible Victim,0.70515873,Possible Bully,0.96,Possible Bully,
Not a bully,0.1,Possible Victim,0.5875,Possible Victim,0.542857143,Possible Victim,0.2,,,Possible Victim,0.443452381,Not a bully,0.1,Not a bully,
Possible Bully,0.42,Not a victim,0.8875,Not a victim,0.914285714,Not a victim,0.966666667,,,Not a victim,0.92281746,Possible Bully,0.42,Not a bully,
Not a bully,0.1,Possible Victim,0.6625,Not a victim,0.714285714,Not a victim,0.733333333,,,Possible Victim,0.703373016,Not a bully,0.1,Not a bully,
Not a bully,0.38,Not a victim,0.9,Not a victim,0.828571429,Possible Victim,0.566666667,,,Not a victim,0.765079365,Not a bully,0.38,Not a bully,
Not a bully,0.34,Not a victim,0.8625,Not a victim,0.742857143,Not a victim,0.8,,,Not a victim,0.801785714,Not a bully,0.34,Not a bully,
Not a bully,0.1,Not a victim,0.7125,Possible Victim,0.471428571,Possible Victim,0.633333333,,,Possible Victim,0.605753968,Not a bully,0.1,Not a bully,
Possible Bully,0.52,Not a victim,0.975,Not a victim,0.928571429,Not a victim,0.933333333,,,Not a victim,0.945634921,Possible Bully,0.52,Not a bully,
Not a bully,0.24,Possible Victim,0.5,Not a victim,0.842857143,Possible Victim,0.5,,,Possible Victim,0.614285714,Not a bully,0.24,Not a bully,
Not a bully,0.26,Not a victim,0.7,Possible Victim,0.685714286,Not a victim,0.733333333,,,Possible Victim,0.706349206,Not a bully,0.26,Not a bully,
Not a bully,0.18,Not a victim,0.875,Not a victim,0.757142857,Not a victim,0.9,,,Not a victim,0.844047619,Not a bully,0.18,Not a bully,
Not a bully,0.4,Not a victim,1,Not a victim,0.942857143,Not a victim,1,,,Not a victim,0.980952381,Not a bully,0.4,Not a bully,
Not a bully,0.26,Not a victim,1,Not a victim,0.971428571,Not a victim,1,,,Not a victim,0.99047619,Not a bully,0.26,Not a bully,
Not a bully,0.14,Not a victim,0.7625,Possible Victim,0.614285714,Not a victim,0.7,,,Possible Victim,0.692261905,Not a bully,0.14,Not a bully,
Not a bully,0.14,Not a victim,0.7625,Possible Victim,0.614285714,Not a victim,0.7,,,Possible Victim,0.692261905,Not a bully,0.14,Not a bully,
Not a bully,0.14,Not a victim,0.7625,Possible Victim,0.614285714,Not a victim,0.7,,,Possible Victim,0.692261905,Not a bully,0.14,Not a bully,
Not a bully,0.38,Possible Victim,0.65,Possible Victim,0.642857143,Possible Victim,0.633333333,,,Possible Victim,0.642063492,Not a bully,0.38,Not a bully,
Possible Bully,0.46,Not a victim,0.7,Possible Victim,0.414285714,Not a victim,0.766666667,,,Possible Victim,0.626984127,Possible Bully,0.46,Possible Bully,
Not a bully,0.16,Not a victim,1,Possible Victim,0.671428571,Not a victim,0.933333333,,,Not a victim,0.868253968,Not a bully,0.16,Not a bully,
Not a bully,0.1,Possible Victim,0.2125,Possible Victim,0.142857143,Possible Victim,0.1,,,Possible Victim,0.151785714,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.525,Possible Victim,0.685714286,Not a victim,0.7,,,Possible Victim,0.636904762,Not a bully,0.1,Not a bully,
Not a bully,0.14,Not a victim,0.7875,Not a victim,0.842857143,Not a victim,0.7,,,Not a victim,0.776785714,Not a bully,0.14,Not a bully,
Possible Bully,0.62,Possible Victim,0.4875,Not a victim,0.742857143,Not a victim,0.833333333,,,Possible Victim,0.687896825,Possible Bully,0.62,Possible Bully,
Not a bully,0.2,Not a victim,0.7875,Not a victim,0.842857143,Not a victim,0.766666667,,,Not a victim,0.799007937,Not a bully,0.2,Not a bully,
Not a bully,0.28,Not a victim,0.7,Not a victim,0.714285714,Possible Victim,0.633333333,,,Possible Victim,0.682539682,Not a bully,0.28,Not a bully,
Not a bully,0.28,Not a victim,1,Not a victim,0.871428571,Not a victim,0.866666667,,,Not a victim,0.912698413,Not a bully,0.28,Not a bully,
Not a bully,0.14,Not a victim,0.7,Possible Victim,0.6,Possible Victim,0.533333333,,,Possible Victim,0.611111111,Not a bully,0.14,Not a bully,
Not a bully,0.16,Possible Victim,0.6,Possible Victim,0.6,Not a victim,0.833333333,,,Possible Victim,0.677777778,Not a bully,0.16,Not a bully,
Not a bully,0.1,Not a victim,0.7625,Possible Victim,0.671428571,Possible Victim,0.633333333,,,Possible Victim,0.689087301,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.7625,Possible Victim,0.671428571,Possible Victim,0.633333333,,,Possible Victim,0.689087301,Not a bully,0.1,Not a bully,
Not a bully,0.32,Not a victim,0.8875,Not a victim,0.7,Not a victim,1,,,Not a victim,0.8625,Not a bully,0.32,Not a bully,
Not a bully,0.12,Possible Victim,0.5125,Not a victim,0.971428571,Not a victim,0.766666667,,,Not a victim,0.750198413,Not a bully,0.12,Not a bully,
Not a bully,0.18,Possible Victim,0.5875,Not a victim,0.785714286,Not a victim,0.8,,,Possible Victim,0.724404762,Not a bully,0.18,Not a bully,
Not a bully,0.16,Not a victim,1,Not a victim,0.857142857,Possible Victim,0.533333333,,,Not a victim,0.796825397,Not a bully,0.16,Not a bully,
Not a bully,0.12,Possible Victim,0.4625,Possible Victim,0.442857143,Not a victim,0.766666667,,,Possible Victim,0.55734127,Not a bully,0.12,Not a bully,
Not a bully,0.34,Possible Victim,0.5875,Possible Victim,0.585714286,Possible Victim,0.566666667,,,Possible Victim,0.579960318,Not a bully,0.34,Not a bully,
Not a bully,0.38,Not a victim,0.7875,Possible Victim,0.642857143,Possible Victim,0.466666667,,,Possible Victim,0.63234127,Not a bully,0.38,Not a bully,
Not a bully,0.32,Not a victim,0.9125,Possible Victim,0.642857143,Not a victim,0.866666667,,,Not a victim,0.80734127,Not a bully,0.32,Not a bully,
Not a bully,0.1,Possible Victim,0.6625,Possible Victim,0.614285714,Not a victim,0.8,,,Possible Victim,0.692261905,Not a bully,0.1,Not a bully,
Not a bully,0.16,Not a victim,0.8375,Not a victim,0.828571429,Possible Victim,0.333333333,,,Possible Victim,0.666468254,Not a bully,0.16,Not a bully,
Not a bully,0.16,Possible Victim,0.6125,Not a victim,0.857142857,Not a victim,0.866666667,,,Not a victim,0.778769841,Not a bully,0.16,Not a bully,
Not a bully,0.26,Possible Victim,0.425,Possible Victim,0.6,Possible Victim,0.533333333,,,Possible Victim,0.519444444,Not a bully,0.26,Not a bully,
Not a bully,0.36,Possible Victim,0.425,Not a victim,0.757142857,Not a victim,0.766666667,,,Possible Victim,0.649603175,Not a bully,0.36,Not a bully,
Not a bully,0.1,Not a victim,0.9,Not a victim,0.842857143,Not a victim,0.933333333,,,Not a victim,0.892063492,Not a bully,0.1,Not a bully,
Not a bully,0.12,Not a victim,0.775,Not a victim,0.9,Not a victim,0.8,,,Not a victim,0.825,Not a bully,0.12,Not a bully,
Not a bully,0.1,Not a victim,0.825,Not a victim,0.9,Not a victim,0.9,,,Not a victim,0.875,Not a bully,0.1,Not a bully,
Not a bully,0.3,Not a victim,0.725,Not a victim,0.8,Not a victim,0.7,,,Possible Victim,0.741666667,Not a bully,0.3,Not a bully,
Not a bully,0.16,Possible Victim,0.6625,Possible Victim,0.571428571,Possible Victim,0.6,,,Possible Victim,0.611309524,Not a bully,0.16,Not a bully,
Not a bully,0.12,Not a victim,0.975,Not a victim,0.742857143,Not a victim,1,,,Not a victim,0.905952381,Not a bully,0.12,Not a bully,
Not a bully,0.16,Possible Victim,0.4125,Possible Victim,0.542857143,Possible Victim,0.3,,,Possible Victim,0.418452381,Not a bully,0.16,Not a bully,
Possible Bully,0.92,Not a victim,0.7375,Not a victim,0.9,Not a victim,1,,,Not a victim,0.879166667,Possible Bully,0.92,Not a bully,
Possible Bully,0.44,Not a victim,0.825,Not a victim,0.728571429,Not a victim,0.8,,,Not a victim,0.78452381,Possible Bully,0.44,Not a bully,
Not a bully,0.22,Not a victim,0.825,Not a victim,0.785714286,Not a victim,0.9,,,Not a victim,0.836904762,Not a bully,0.22,Not a bully,
Not a bully,0.22,Possible Victim,0.65,Not a victim,0.971428571,Possible Victim,0.433333333,,,Possible Victim,0.684920635,Not a bully,0.22,Not a bully,
Not a bully,0.34,Not a victim,0.7875,Not a victim,0.728571429,Not a victim,0.866666667,,,Not a victim,0.794246032,Not a bully,0.34,Not a bully,
Not a bully,0.1,Possible Victim,0.45,Not a victim,0.771428571,Not a victim,0.833333333,,,Possible Victim,0.684920635,Not a bully,0.1,Not a bully,
Possible Bully,0.5,Not a victim,0.75,Not a victim,0.714285714,Not a victim,1,,,Not a victim,0.821428571,Possible Bully,0.5,Not a bully,
Not a bully,0.22,Possible Victim,0.375,Not a victim,0.914285714,Possible Victim,0.466666667,,,Possible Victim,0.58531746,Not a bully,0.22,Not a bully,
Not a bully,0.12,Possible Victim,0.375,Possible Victim,0.428571429,Not a victim,0.766666667,,,Possible Victim,0.523412699,Not a bully,0.12,Not a bully,
Not a bully,0.2,Possible Victim,0.525,Possible Victim,0.457142857,Possible Victim,0.533333333,,,Possible Victim,0.50515873,Not a bully,0.2,Not a bully,
Not a bully,0.2,Not a victim,0.8875,Not a victim,0.785714286,Possible Victim,0.4,,,Possible Victim,0.691071429,Not a bully,0.2,Not a bully,
Not a bully,0.16,Not a victim,0.925,Not a victim,0.742857143,Not a victim,0.966666667,,,Not a victim,0.878174603,Not a bully,0.16,Not a bully,
Not a bully,0.2,Not a victim,0.775,Not a victim,0.7,Possible Victim,0.6,,,Possible Victim,0.691666667,Not a bully,0.2,Not a bully,
Not a bully,0.12,Not a victim,0.8625,Not a victim,0.842857143,Not a victim,0.733333333,,,Not a victim,0.812896825,Not a bully,0.12,Not a bully,
Not a bully,0.2,Not a victim,0.8875,Not a victim,0.728571429,Possible Victim,0.633333333,,,Possible Victim,0.749801587,Not a bully,0.2,Not a bully,
Not a bully,0.2,Not a victim,0.8875,Not a victim,0.728571429,Possible Victim,0.633333333,,,Possible Victim,0.749801587,Not a bully,0.2,Not a bully,
Possible Bully,0.44,Possible Victim,0.6375,Possible Victim,0.557142857,Not a victim,0.866666667,,,Possible Victim,0.687103175,Possible Bully,0.44,Possible Bully,
Not a bully,0.1,Not a victim,0.7,Possible Victim,0.628571429,Not a victim,0.7,,,Possible Victim,0.676190476,Not a bully,0.1,Not a bully,
Not a bully,0.3,Not a victim,1,Not a victim,0.742857143,Not a victim,0.833333333,,,Not a victim,0.858730159,Not a bully,0.3,Not a bully,
Possible Bully,0.9,Not a victim,0.9625,Not a victim,0.742857143,Not a victim,0.933333333,,,Not a victim,0.879563492,Possible Bully,0.9,Not a bully,
Not a bully,0.14,Possible Victim,0.4875,Possible Victim,0.628571429,Not a victim,0.833333333,,,Possible Victim,0.649801587,Not a bully,0.14,Not a bully,
Not a bully,0.28,Possible Victim,0.6,Possible Victim,0.585714286,Possible Victim,0.633333333,,,Possible Victim,0.606349206,Not a bully,0.28,Not a bully,
Not a bully,0.1,Possible Victim,0.6125,Possible Victim,0.614285714,Possible Victim,0.5,,,Possible Victim,0.575595238,Not a bully,0.1,Not a bully,
Not a bully,0.26,Possible Victim,0.1,Not a victim,0.9,Not a victim,0.933333333,,,Possible Victim,0.644444444,Not a bully,0.26,Not a bully,
Not a bully,0.28,Possible Victim,0.6,Possible Victim,0.528571429,Not a victim,0.766666667,,,Possible Victim,0.631746032,Not a bully,0.28,Not a bully,
Possible Bully,0.5,Possible Victim,0.6625,Possible Victim,0.585714286,Possible Victim,0.333333333,,,Possible Victim,0.52718254,Possible Bully,0.5,Possible Bully,
Not a bully,0.1,Possible Victim,0.5875,Possible Victim,0.685714286,Possible Victim,0.2,,,Possible Victim,0.491071429,Not a bully,0.1,Not a bully,
Not a bully,0.38,Not a victim,0.75,Not a victim,0.757142857,Possible Victim,0.466666667,,,Possible Victim,0.657936508,Not a bully,0.38,Not a bully,
Possible Bully,0.5,Possible Victim,0.5625,Possible Victim,0.485714286,Not a victim,0.733333333,,,Possible Victim,0.593849206,Possible Bully,0.5,Possible Bully,
Not a bully,0.22,Not a victim,0.9125,Not a victim,0.785714286,Not a victim,0.733333333,,,Not a victim,0.810515873,Not a bully,0.22,Not a bully,
Possible Bully,0.62,Not a victim,0.9375,Possible Victim,0.571428571,Not a victim,0.9,,,Not a victim,0.80297619,Possible Bully,0.62,Not a bully,
Not a bully,0.34,Possible Victim,0.575,Possible Victim,0.642857143,Possible Victim,0.5,,,Possible Victim,0.572619048,Not a bully,0.34,Not a bully,
Not a bully,0.16,Possible Victim,0.45,Possible Victim,0.542857143,Possible Victim,0.466666667,,,Possible Victim,0.486507937,Not a bully,0.16,Not a bully,
Possible Bully,0.42,Not a victim,0.775,Possible Victim,0.614285714,Not a victim,1,,,Not a victim,0.796428571,Possible Bully,0.42,Not a bully,
Not a bully,0.16,Possible Victim,0.5875,Possible Victim,0.4,Possible Victim,0.666666667,,,Possible Victim,0.551388889,Not a bully,0.16,Not a bully,
Not a bully,0.28,Not a victim,0.8875,Not a victim,0.728571429,Possible Victim,0.533333333,,,Possible Victim,0.716468254,Not a bully,0.28,Not a bully,
Not a bully,0.3,Not a victim,0.7,Not a victim,0.757142857,Not a victim,0.9,,,Not a victim,0.785714286,Not a bully,0.3,Not a bully,
Not a bully,0.2,Not a victim,0.975,Possible Victim,0.685714286,Possible Victim,0.633333333,,,Not a victim,0.76468254,Not a bully,0.2,Not a bully,
Not a bully,0.3,Possible Victim,0.6375,Not a victim,0.742857143,Possible Victim,0.6,,,Possible Victim,0.660119048,Not a bully,0.3,Not a bully,
Not a bully,0.1,Not a victim,0.75,Not a victim,0.885714286,Not a victim,0.966666667,,,Not a victim,0.867460318,Not a bully,0.1,Not a bully,
Not a bully,0.3,Not a victim,0.725,Not a victim,0.771428571,Possible Victim,0.5,,,Possible Victim,0.66547619,Not a bully,0.3,Not a bully,
Not a bully,0.3,Possible Victim,0.575,Possible Victim,0.542857143,Not a victim,0.733333333,,,Possible Victim,0.617063492,Not a bully,0.3,Not a bully,
Not a bully,0.16,Possible Victim,0.625,Not a victim,0.785714286,Possible Victim,0.633333333,,,Possible Victim,0.681349206,Not a bully,0.16,Not a bully,
Not a bully,0.28,Not a victim,0.7125,Not a victim,0.728571429,Possible Victim,0.4,,,Possible Victim,0.613690476,Not a bully,0.28,Not a bully,
Possible Bully,0.6,Not a victim,0.9125,Not a victim,0.714285714,Possible Victim,0.433333333,,,Possible Victim,0.686706349,Possible Bully,0.6,Possible Bully,
Not a bully,0.24,Not a victim,0.725,Not a victim,0.771428571,Possible Victim,0.633333333,,,Possible Victim,0.709920635,Not a bully,0.24,Not a bully,
Possible Bully,0.42,Not a victim,0.8,Possible Victim,0.657142857,Not a victim,0.866666667,,,Not a victim,0.774603175,Possible Bully,0.42,Not a bully,
Not a bully,0.4,Not a victim,0.7625,Not a victim,0.871428571,Not a victim,0.9,,,Not a victim,0.844642857,Not a bully,0.4,Not a bully,
Possible Bully,0.44,Not a victim,0.95,Possible Victim,0.557142857,Not a victim,0.833333333,,,Not a victim,0.78015873,Possible Bully,0.44,Not a bully,
Not a bully,0.24,Possible Victim,0.325,Possible Victim,0.557142857,Not a victim,1,,,Possible Victim,0.627380952,Not a bully,0.24,Not a bully,
Not a bully,0.3,Not a victim,0.725,Possible Victim,0.628571429,Possible Victim,0.633333333,,,Possible Victim,0.662301587,Not a bully,0.3,Not a bully,
Possible Bully,0.7,Possible Victim,0.1125,Possible Victim,0.1,Not a victim,1,,,Possible Victim,0.404166667,Possible Bully,0.7,Possible Bully,
Possible Bully,0.46,Not a victim,0.7875,Possible Victim,0.671428571,Possible Victim,0.666666667,,,Possible Victim,0.708531746,Possible Bully,0.46,Possible Bully,
Possible Bully,0.62,Not a victim,0.9875,Not a victim,1,Not a victim,0.966666667,,,Not a victim,0.984722222,Possible Bully,0.62,Not a bully,
Not a bully,0.28,Possible Victim,0.5625,Not a victim,0.757142857,Not a victim,0.7,,,Possible Victim,0.673214286,Not a bully,0.28,Not a bully,
Not a bully,0.2,Possible Victim,0.6375,Not a victim,0.8,Not a victim,0.9,,,Not a victim,0.779166667,Not a bully,0.2,Not a bully,
Not a bully,0.1,Possible Victim,0.5375,Possible Victim,0.614285714,Not a victim,0.833333333,,,Possible Victim,0.661706349,Not a bully,0.1,Not a bully,
Not a bully,0.38,Possible Victim,0.4375,Possible Victim,0.357142857,Possible Victim,0.1,,,Possible Victim,0.298214286,Not a bully,0.38,Not a bully,
Not a bully,0.12,Not a victim,0.8375,Not a victim,0.871428571,Not a victim,0.733333333,,,Not a victim,0.814087301,Not a bully,0.12,Not a bully,
Not a bully,0.4,Not a victim,0.8,Possible Victim,0.614285714,Not a victim,0.833333333,,,Possible Victim,0.749206349,Not a bully,0.4,Not a bully,
Not a bully,0.16,Possible Victim,0.375,Possible Victim,0.528571429,Possible Victim,0.633333333,,,Possible Victim,0.512301587,Not a bully,0.16,Not a bully,
Possible Bully,0.46,Not a victim,0.8875,Not a victim,0.814285714,Not a victim,0.833333333,,,Not a victim,0.845039682,Possible Bully,0.46,Not a bully,
Not a bully,0.24,Possible Victim,0.5875,Possible Victim,0.557142857,Possible Victim,0.1,,,Possible Victim,0.414880952,Not a bully,0.24,Not a bully,
Not a bully,0.1,Possible Victim,0.675,Not a victim,1,Not a victim,0.966666667,,,Not a victim,0.880555556,Not a bully,0.1,Not a bully,
Possible Bully,0.44,Not a victim,0.7125,Not a victim,0.771428571,Not a victim,0.8,,,Not a victim,0.761309524,Possible Bully,0.44,Not a bully,
Not a bully,0.3,Possible Victim,0.3875,Possible Victim,0.428571429,Possible Victim,0.333333333,,,Possible Victim,0.383134921,Not a bully,0.3,Not a bully,
Not a bully,0.12,Not a victim,0.825,Not a victim,0.857142857,Possible Victim,0.633333333,,,Not a victim,0.771825397,Not a bully,0.12,Not a bully,
Possible Bully,0.64,Possible Victim,0.675,Possible Victim,0.628571429,Possible Victim,0.466666667,,,Possible Victim,0.590079365,Possible Bully,0.64,Possible Bully,
Not a bully,0.16,Not a victim,1,Not a victim,0.842857143,Not a victim,1,,,Not a victim,0.947619048,Not a bully,0.16,Not a bully,
Not a bully,0.2,Not a victim,0.7375,Not a victim,0.757142857,Possible Victim,0.666666667,,,Possible Victim,0.720436508,Not a bully,0.2,Not a bully,
Not a bully,0.26,Possible Victim,0.65,Possible Victim,0.557142857,Not a victim,0.7,,,Possible Victim,0.635714286,Not a bully,0.26,Not a bully,
Not a bully,0.3,Possible Victim,0.5875,Not a victim,0.7,Not a victim,0.9,,,Possible Victim,0.729166667,Not a bully,0.3,Not a bully,
Not a bully,0.1,Not a victim,0.75,Not a victim,0.814285714,Not a victim,0.733333333,,,Not a victim,0.765873016,Not a bully,0.1,Not a bully,
Not a bully,0.12,Not a victim,0.7375,Possible Victim,0.628571429,Possible Victim,0.566666667,,,Possible Victim,0.644246032,Not a bully,0.12,Not a bully,
Not a bully,0.28,Possible Victim,0.625,Possible Victim,0.385714286,Possible Victim,0.2,,,Possible Victim,0.403571429,Not a bully,0.28,Not a bully,
Possible Bully,0.48,Not a victim,0.8,Not a victim,0.714285714,Not a victim,0.766666667,,,Not a victim,0.76031746,Possible Bully,0.48,Not a bully,
Possible Bully,1,Not a victim,0.725,Not a victim,1,Not a victim,0.966666667,,,Not a victim,0.897222222,Possible Bully,1,Not a bully,
